name,uid,code,parent,shortname,description,openingdate,closedate,comment,featuretype,coordinates,url,contactperson,address,email,phonenumber
Nairobi Regional Blood Transfusion  Center,beJIQzWWZWA,,Smgomyf1mXV,Nairobi Regional Blood Transfusion  Center,,NA,NA,,NONE,,,NA,NA,NA,NA
Nuru Lutheran VCT,nrUCxFhQtL5,17955,Smgomyf1mXV,Nuru Lutheran VCT,,NA,NA,,POINT,"[36.75867,-1.3016]",,NA,NA,NA,NA
Kahuho Community Dispensary,m8kGw37m6RM,,LSpZcRA9tgp,Kahuho Community Dispensary,GOK FACILITY,NA,NA,,NONE,,,NA,NA,NA,NA
Bikeke Health Centre,yk52nyJ5L27,16361,FXjBryC2ysZ,Bikeke Health Centre,,NA,NA,,POINT,,,NA,NA,NA,NA
Lomuyenakwaan Dispensary,IL09fyBFgu0,21361,NhFq5rXnO3r,Lomuyenakwaan Dispensary,,NA,NA,,POINT,"[36.1980,2.31319]",,NA,NA,NA,NA
Matungu medical clinic,qGomTzuYbKN,20245,PXAviuGXJGl,Matungu medical clinic,,NA,NA,,NONE,,,NA,NA,NA,NA
moh outreach,lfz4MdGJfDO,15202,O6JUPINK7vr,moh outreach,,NA,NA,,POINT,"[35.00848,1.01649]",,NA,NA,NA,NA
Apex Clinic,WSKYIBTle0G,,NYqz8G2gfEC,Apex Clinic,Private clinic in usenge  Division,NA,NA,CLOSED,POINT,"[34.06953,0.06131]",,NA,NA,NA,NA
Lopedur Dispensary,NEb3Q2w3HRJ,16699,NhFq5rXnO3r,Lopedur Dispensary,,NA,NA,,POINT,"[36.2585,2.40776]",,NA,NA,NA,NA
Catholic University Dispensary,hAFbLT9nvkj,12892,clyAqa9XVNp,Catholic University Disp,,NA,NA,,POINT,"[36.75649,-1.34977]",,NA,NA,NA,NA
Institute for Development and Welfare Services,vdbC2ilbiWt,20145,clyAqa9XVNp,IDEWES,VCT stand alone,NA,NA,,POINT,"[36.78952,-1.30814]",,NA,NA,NA,NA
Mount olive hospital,fFfSKqGubJr,20834,RZsWJRZ4mIG,Mount olive hospital,hospital,NA,NA,,NONE,,,NA,NA,NA,NA
Njoguini Dispensary,BDZJ6HUSmkm,22929,pXbWrnFPpKb,Njoguini,Dispensary,NA,NA,,NONE,"[36.4231983,0.297005]",,NA,NA,NA,NA
Lang'ata Comprehensive Medical Service,T0vz0x9RcA6,17384,oFPmL4TCoWb,Lang'ata Comprehensive MS,,NA,NA,Facility yet to start reporting,POINT,"[36.7896,-1.32689]",,NA,NA,NA,NA
Mjini Community Unit,dGFyCPmciYy,,d23vOh36Pqw,Mjini Community Unit,located in the the town area at Burumba Dispensary(non operational facility),NA,NA,,POINT,"[34.11988,0.44413]",,NA,NA,NA,NA
Matuiku Dispensary,yBSNcS0U0mp,22931,pXbWrnFPpKb,Matuiku Disp.,Dispensary,NA,NA,,NONE,"[36.2847299,0.4645466]",,NA,NA,NA,NA
LAIKIPIA WEST SCMOH,YpWORhx6bRm,,pXbWrnFPpKb,LAIKIPIA WEST SCMOH,SUB.COUNTY OFFICE HQ,NA,NA,,NONE,,,NA,NA,NA,NA
Koyonzo Community Health Unit,V09Ddekf08M,602650,GitgASQyYtE,Koyonzo CHU,,NA,NA,,POINT,"[34.44805,0.40245]",,NA,NA,NA,NA
Medical Clinic,kpYD2Y8VGS2,16874,uid3Vo2PCsW,dical Clinic,situated along usenge,NA,NA,only out patient services,POINT,"[34.03299,-0.03974]",,NA,NA,NA,NA
Kamuge Dispensary,oNkWxymlDvX,,prqcH9XZcQe,Kamuge Dispensary,,NA,NA,,NONE,,,NA,NA,NA,NA
Dreams Centre Dispensary (Langata),rGgw3l0bHEI,12929,clyAqa9XVNp,Dreams Center Dispensary (Langata),,NA,NA,,POINT,"[36.75437,-1.34111]",,NA,NA,NA,NA
Future Age Medical Services,mboMqtTzOGq,12945,clyAqa9XVNp,Future Age Medical Servic,,NA,NA,,POINT,"[36.707,-1.32305]",,NA,NA,NA,NA
Njimia Pharmaceuticals Ltd-Langata,rGEeHRdM1hR,,clyAqa9XVNp,Njimia Pharmaceuticals Ltd-Langata,,NA,NA,,NONE,,,NA,NA,NA,NA
RAAYAN HOSPITAL,bUbuwbFqnEe,21955,PPE8hAClees,rayaan hospital,,NA,NA,,NONE,,,NA,NA,NA,NA
Providence Whole Care International VCT,lyE7SdsmB3W,13152,clyAqa9XVNp,Providence Whole Care VCT,,NA,NA,This facility moved to Dagoretti last year 2011,NONE,,,NA,NA,NA,NA
Mailwa Dispensary,UY8nK9KsUAn,15109,PPE8hAClees,Mailwa Dispensary,,NA,NA,,POINT,"[36.96297,-2.32868]",,NA,NA,NA,NA
Baraka Medical Clinic (Vikwatani),TzAc4n9x2A8,11245,hi7bKqPsdhE,Baraka MC (Vikwatani),,NA,NA,,POINT,"[39.68971,-4.00513]",,NA,NA,NA,NA
Kikoshep K VCT,pjCIXPGIVJh,13032,oFPmL4TCoWb,Kikoshep K VCT,,NA,NA,Facility not operational.,NONE,,,NA,NA,NA,NA
St Aloysius Gonzaga School Dispensary,TX1hU0b2hBv,18495,oFPmL4TCoWb,St.Aloysius Gonzaga School Dispensary,,NA,NA,The facility is within the Secondary school.,POINT,"[36.78362,-1.32118]",,NA,NA,NA,NA
Olive Tree Hospital,j7NqH3CBdzZ,13134,ZWRytukDvQ7,Olive Tree Hospital,,NA,NA,,NONE,,,NA,NA,NA,NA
Musembe Community Unit,RExthnyMsxS,,xlpkJEXcIDZ,Musembe Community Unit,,NA,NA,,NONE,,,NA,NA,NA,NA
Luuya Community Unit,XYHSDSLVM3G,,FhqUs6aRJoX,Luuya Community Unit,,NA,NA,,NONE,,,NA,NA,NA,NA
Mbakalo Community Unit,ppvlK11geJS,,EhaAg4fr1zh,Mbakalo Community Unit,,NA,NA,,NONE,,,NA,NA,NA,NA
Pwani Community Unit,pkQESa4n0po,,I5kN11SF0bn,Pwani Community Unit,,NA,NA,,NONE,,,NA,NA,NA,NA
Gither Dispensary,efB1pCkQL0b,13349,H5RvDZkoDJL,Gither Dispensary,,NA,NA,,POINT,"[39.92663,3.67383]",,NA,NA,NA,NA
Hekima Medical Clinic,GLw7Yzn5Men,11408,hi7bKqPsdhE,Hekima Medical,,NA,NA,,POINT,"[39.68485,-4.01735]",,NA,NA,NA,NA
Ndalu Community Unit,wq3RW0iDwdA,,YipErGJiLow,Ndalu Community Unit,,NA,NA,,NONE,,,NA,NA,NA,NA
Invalid Mkunguni Community Unit,IFmTiytnrGl,,cDWVOPhvdMX,Mkunguni Community Unit,,NA,NA,,NONE,,,NA,NA,NA,NA
Ash Community Clinic,iAjhCmDER2e,18751,pco0T7Zsd6V,Ash Community clinic,NGO Facility,NA,NA,Registered as a health centre though offering services at dispensary level,NONE,"[34.97610,0.95032]",,NA,NA,NA,NA
Samaria (AIC) Mission Dispensary,ZrwEr6sWZZK,15523,PPE8hAClees,Samaria (AIC) Mission Dis,,NA,NA,,NONE,,,NA,NA,NA,NA
Shree Cutchhi Leva Samaj Medical Clinic,RuEy4YCpo4Y,17389,uPv6CYD6np2,Shree Cultchi Leva Samaj,,NA,NA,,POINT,"[36.82421,-1.3101]",,NA,NA,NA,NA
Mtaani VCT,W7bO5kwhHm3,17455,IDtR0R9o2Q4,Mtaani VCT,,NA,NA,,POINT,"[36.79852,-1.31336]",,NA,NA,NA,NA
kimoloi CHU,y3yv3wYf03G,,JmqnnzTTmSD,Kimoloi CHU,,NA,NA,,NONE,,,NA,NA,NA,NA
Annex Medical Clinic (Trans Nzoia West),XgC2lWgKP1h,14208,X1eiwwCQwbI,Annex MC (Trans Nzoia Wes,,NA,NA,,POINT,"[34.91984,0.8915]",,NA,NA,NA,NA
Oloimirmir Dispensary,rkfmh8slp6r,19267,PPE8hAClees,Oloimirmir Dispensary,,NA,NA,,POINT,"[36.5499,-2.33016]",,NA,NA,NA,NA
St Knights Medical Clinic,nv3l4oVTyin,17422,clyAqa9XVNp,St.Knights Medical Clinic,,NA,NA,"Facility closed down,was not licensed.",POINT,"[36.79603,-1.31738]",,NA,NA,NA,NA
Medicross Limited Langata Mall,lBRyclGgk78,22842,oFPmL4TCoWb,Medicross Limited Langata Mall,"Langata Mall Cemetery road,Ground floor Langata Mall",NA,NA,New  facility,NONE,"[ 36.78293,-1.32436]",,NA,NA,NA,NA
PCEA Silanga Church VCT,ZGF9Mm61EJs,18494,IDtR0R9o2Q4,PCEA Silanga Church VCT,,NA,NA,Awaiting to get test kits supplied to them.,POINT,"[36.79693,-1.31717]",,NA,NA,NA,NA
South C Dialysis Centre Ltd,Bf4qf4dYB91,22805,ZWRytukDvQ7,South C Dialysis Centre Ltd,Along five star road opposite Bellevue primary school,NA,NA,Special unit(Renal),NONE,"[36.82562,-1.32229]",,NA,NA,NA,NA
Misanga Community Unit,s5WEt5TjzUu,,YipErGJiLow,Misanga Community Unit,,NA,NA,,NONE,,,NA,NA,NA,NA
Musangura Community Unit,UR0F9pNfnKg,,YipErGJiLow,Musangura Community Unit,,NA,NA,,NONE,,,NA,NA,NA,NA
Katimba Community Unit,bODSCVv1d1y,,exNcDMt9Cjs,Katimba Community Unit,,NA,NA,,NONE,,,NA,NA,NA,NA
Focus Medical Clinic and Counselling Centre,XXiKLsV5a7v,10184,KoIp1GKz0UI,Focus Medical Clinic and Counselling Centre,,NA,NA,,POINT,"[36.91772,-1.20885]",,NA,NA,NA,NA
Mukuru Centre of Hope,BqvXvN5zIo5,,XnWPNKPDxxo,Mukuru Centre of Hope,,NA,NA,,NONE,,,NA,NA,NA,NA
Keringet Health Centre,eJUE6DjzQZr,14837,OEuGotz3swq,Keringet Health Centre,,NA,NA,,POINT,"[35.04913,1.21147]",,NA,NA,NA,NA
Jasho Community Unit,NcjtjfAfMRq,,yau2xvRJZrN,jasho unit,,NA,NA,,NONE,,,NA,NA,NA,NA
Ikaatini Dispensary,rX4WM3okTJm,12075,Ado6AndJdpf,Ikaatini Dispensary,,NA,NA,,POINT,,,NA,NA,NA,NA
Jope Medical Centre,KZsc74UUu7B,,ZvkGsTVOoog,Jope Medical Centre,,NA,NA,,NONE,"[39.739270,-3.969828]",,NA,NA,NA,NA
Nayanaeangikalalio Dispensary,R5swDpKXV16,,v27o9CuZh11,Nayanaeangikalalio Dispensary,,NA,NA,,POINT,,,NA,NA,NA,NA
Jeffrey Medical Centre,EMo5Bjqn9SI,20064,arZgeTW65s5,Jeffrey Medical Centre,,NA,NA,,POINT,"[36.74876,-1.28747]",,NA,NA,NA,NA
Shujaa Project,JFNqdWObswI,,PPE8hAClees,Namanga Disc,Amboseli Road,NA,NA,,NONE,,,NA,NA,NA,NA
Our Lady of Mercy (Magumu),Ip6XL8ad5Fy,16384,BBQbdCSiXdl,Our Lady of Mercy (Magumu,,NA,NA,,POINT,"[36.5764,-0.85503]",,NA,NA,NA,NA
Jehova Rapha Medical Clinic,TIGDzDCqVrC,14594,X1eiwwCQwbI,Jehova Rapha MC,,NA,NA,,NONE,"[34.94209,0.92239]",,NA,NA,NA,NA
Zinduka Clinic,skyA4GkFQZS,13262,ZWRytukDvQ7,Zinduka Clinic,,NA,NA,,POINT,"[36.8323,-1.3196]",,NA,NA,NA,NA
Mutara Dispensary,YRMeKjNXBab,15261,vU9560o42tL,Mutara Dispensary,,NA,NA,,POINT,"[36.65773,0.08959]",,NA,NA,NA,NA
Afya Bora Clinic (Karia),V3JHhreLqeF,,zvhM3m7bIIh,Afya Bora Clinic (Karia),,NA,NA,,POINT,,,NA,NA,NA,NA
St Ursula Dispensary,okndWT0Msuy,15669,O6JUPINK7vr,St Ursula Dispensary,,NA,NA,,NONE,"[35.02685,1.02161]",,NA,NA,NA,NA
Professor Wasuna,ejo8ilzrk3o,22673,QhDd2LAuXAF,Professor Wasuna,a paediatric clinic in Aga khan Hospital Doctors Plaza,NA,NA,,NONE,"[36.817897,-1.262231]",,NA,NA,NA,NA
Siumbwa Community Unit,a0Zrnny8YAY,,qG3Jezgirry,Siumbwa Community Unit,,NA,NA,,NONE,,,NA,NA,NA,NA
Gertrudes Children Hospital,pbFn6eCTh2q,20820,XhBDUNeFqF6,Gertrudes Children Hospital,,NA,NA,,POINT,,,NA,NA,NA,NA
Muliro Community Unit,tNyshBsPxci,,YipErGJiLow,Muliro Community Unit,,NA,NA,,NONE,,,NA,NA,NA,NA
Mitua Community Unit,uOzUl5o5R91,,OochC7lpTbO,Mitua Community Unit,,NA,NA,,NONE,,,NA,NA,NA,NA
Baobab Annex Clinic,wKBPuq8HLZO,20634,sHr1V63b6gP,Baobab Annex Clinic,,NA,NA,,NONE,,,NA,NA,NA,NA
Chepkechir Dispensary,trVsKTfFjXw,14336,sXlDThMXKIG,Chepkechir Dispensary,,NA,NA,,POINT,"[35.07768,1.22125]",,NA,NA,NA,NA
Afya House,xneQLS3T8fN,18344,Smgomyf1mXV,Afya House,,NA,NA,,POINT,"[36.81502,-1.29107]",,NA,NA,NA,NA
Supreme Clinic,XFTAm5KfkzB,,t5i5lYBO7C5,Supreme Clinic,Private Clinic,NA,NA,,NONE,,,NA,NA,NA,NA
Emmah Medial Clinic,KvLFGDbWhYL,17425,Tqs3YLWw30B,Emmah Medical Clinic,,NA,NA,Added in DHIS2,POINT,"[36.8306,-1.03209]",,NA,NA,NA,NA
St Pauls Ejinja Dispensary,GitgASQyYtE,17930,gBgXSPT0eml,St Paul's Dispensary,,NA,NA,,POINT,"[34.44805,0.40245]",,NA,NA,NA,NA
Agah Khan Hospital (Ngong),cBacbKf72Jo,,nioMzFVoQ7l,Agah khan hospital ngong,hospital,NA,NA,,NONE,,,NA,NA,NA,NA
Makhanga community Unit,xDh9L11cArd,,KdtVVSJJSbP,Makhanga community Unit,,NA,NA,,NONE,,,NA,NA,NA,NA
Eshibinga Community  Unit,KMRPICHOO7c,600735,kyuG50xCh7R,Eshibinga Community  Unit,,NA,NA,,POINT,"[34.48,0.11]",,NA,NA,NA,NA
Lamu East Sub County,cwnqFyTJIgX,1018,NjWSbQTwys4,Lamu East,,NA,NA,,NONE,,,NA,NA,NA,NA
Kisima Medical clinic,t8FglFxI6hG,,RZsWJRZ4mIG,Kisima Medical clinic,medical  clinic,NA,NA,,NONE,,,NA,NA,NA,NA
Kwawanzilu Dispensary,kp86qyNQg2N,20932,Ado6AndJdpf,Kwawanzilu Dispensary,,NA,NA,,NONE,,,NA,NA,NA,NA
Yeshua Medical,HyfQCT6bK0m,11911,ZvkGsTVOoog,Yeshua Medical,,NA,NA,,POINT,"[39.70409,-4.00236]",,NA,NA,NA,NA
Naivasha Beyond Zero Mobile Clinic,q6tqKRXy0aZ,21056,ZphUbBMB5yv,Naivasha Beyond Zero Mobile Clinic,,NA,NA,,NONE,,,NA,NA,NA,NA
Marie Stopes,jzJ2GD3Mq5s,22082,pp24Rb9gQ9W,Marie stopes,,NA,NA,,NONE,"[36.754799,-1.393622]",,NA,NA,NA,NA
Sarura Community Health Unit,WuxlT6Fx7hk,,MtbnFaSdyBA,Sarura CHU,,NA,NA,,NONE,,,NA,NA,NA,NA
Olembo Community Health Unit,A2sLKdFAjKf,,ffLvCT7DuPc,Olembo Community Health Unit,,NA,NA,,NONE,,,NA,NA,NA,NA
Serena Beach Hotel Staff Clinic,ZFIa5uDxwa1,,ZvkGsTVOoog,Serena Beach Hotel Staff Clinic,Medical Clinic,NA,NA,,NONE,,,NA,NA,NA,NA
Makunga Unit,tB3sdLxIA5n,,Waoec9qt8ol,Makunga Unit,,NA,NA,,NONE,,,NA,NA,NA,NA
Kambi Chura Community Unit,cowbDBMFues,,WNNdbdr9Lgq,Kambi Chura Community Unit,,NA,NA,,NONE,,,NA,NA,NA,NA
Ekambuli Community Unit,OV1P0lvyL4k,,W1S8ml7ActI,Ekambuli Community Unit,,NA,NA,,NONE,,,NA,NA,NA,NA
Hillsway Medical centre,pBWjHZwkkov,,nioMzFVoQ7l,Hillsway Medical centre,Medical centre,NA,NA,,NONE,,,NA,NA,NA,NA
Ngong Rapha Hospital,jSpsSqfKdYQ,18238,nioMzFVoQ7l,Ngong Rapha Hospital,,NA,NA,,POINT,"[36.66262,-1.35895]",,NA,NA,NA,NA
Sagatia medical Centre,Cd0A3b9EpZz,22376,RZsWJRZ4mIG,Sagatia Medical Centre,medical centre,NA,NA,,NONE,"[36.772828,-1.391273]",,NA,NA,NA,NA
Equity Afia Ongata Rongai,bSDuPlxYSJv,,RZsWJRZ4mIG,Equity Afia Ongata Rongai,Medical centre,NA,NA,,POINT,"[36.75146,1.39740]",,NA,NA,NA,NA
Kolenyo Dispensary,tHIuPy0T8F8,17172,o6cVZ72goEk,Kolenyo Dispensary,,NA,NA,,POINT,"[34.47192,-0.09446]",,NA,NA,NA,NA
Aga Khan University Hospital O/R Clinic,ekzOGVh8Bb8,14189,pp24Rb9gQ9W,Aga Khan University Hospi,,NA,NA,,POINT,"[36.7523,-1.38778]",,NA,NA,NA,NA
Divine Medical Clinic,rxRgjqTcEZH,22700,eQNgjFoG2ct,Divine Medical Clinic,Ponda Mali,NA,NA,operational,NONE,"[36.06242,-0.3077833]",,NA,NA,NA,NA
Shimbir Fatuma Ward,Z9zNkBFLY9r,,qyhVIMG2rUw,Shimbir,,NA,NA,,NONE,,,NA,NA,NA,NA
KUTULO COMMUNITY UNIT,VAwO80y3OVx,701028,qyhVIMG2rUw,KUTULO COMMUNITY UNT,,NA,NA,,NONE,,,NA,NA,NA,NA
Central Koguta Community Health Unit,cmj5jX3kOce,,MCxYHCi7SKV,Central Koguta Community Health Unit,,NA,NA,,NONE,,,NA,NA,NA,NA
Kasaye Community Healtrh Unit,jxY2VdP1Rdl,,iI1UYjIuEa1,Apondo Kasaye Community Healtrh Unit,,NA,NA,,NONE,,,NA,NA,NA,NA
Maliki Community Health Unit,DsrDp8VxpPd,,WNNdbdr9Lgq,Maliki Community Health Unit,,NA,NA,,NONE,,,NA,NA,NA,NA
Maseki Dispensary (Kyuso),oibtgoz1AQ6,,fERV3tjFbtw,Maseki,,NA,NA,,NONE,"[38.14431,-0.48014]",,NA,NA,NA,NA
Sirakaru  Community Unit,olQlBVhyKBJ,,ELjpUSFjC7d,Sirakaru  Community Unit,,NA,NA,,NONE,,,NA,NA,NA,NA
Karima  Community  Unit,EyA2LwAqFZQ,,Waoec9qt8ol,Karima  Community  Unit,,NA,NA,,NONE,,,NA,NA,NA,NA
Lunyu Community Unit,VZdGR6kxRVO,,xlpkJEXcIDZ,Lunyu Community Unit,,NA,NA,,NONE,,,NA,NA,NA,NA
Bunambo Community Unit,aU6p2zJCh4h,,FpRo1CGZrMi,Bunambo Community Unit,,NA,NA,,NONE,,,NA,NA,NA,NA
Tabani Community Unit,hKf2o501gm7,,FpRo1CGZrMi,Tabani Community Unit,,NA,NA,,NONE,,,NA,NA,NA,NA
Narati Community Unit,hwDQNyzTLFJ,,OochC7lpTbO,Narati Community Unit,,NA,NA,,NONE,,,NA,NA,NA,NA
Soysambu Community Unit,yiuMaT8eZ5G,,la3zHzMEGwA,Soysambu Community Unit,,NA,NA,,NONE,,,NA,NA,NA,NA
Kiminini Community Unit,QRopoUzyT30,,dJlnXGDCdFE,Kiminini Community Unit,,NA,NA,,NONE,,,NA,NA,NA,NA
Lukhuna Community Unit,eSavcoegE7Z,,dJlnXGDCdFE,Lukhuna Community Unit,,NA,NA,,NONE,,,NA,NA,NA,NA
Kakamwe Community Unit,dQ3OBCz9Scj,,exNcDMt9Cjs,Kakamwe Community Unit,,NA,NA,,NONE,,,NA,NA,NA,NA
Mandera West Sub County,H5RvDZkoDJL,,R6f9znhg37c,Mandera West,,NA,NA,,POLYGON,"[[[[39.9499,3.1588],[39.7229,3.2654],[39.7095,3.5871],[39.7994,3.6732],[39.8856,3.8596],[40.1829,4.0149],[40.7152,4.2354],[40.7749,4.282],[40.8824,4.2129],[40.9065,4.1525],[41.0014,4.1027],[41.0919,4.0133],[41.098,3.9808],[41.0385,3.9347],[40.9367,3.926],[40.8704,3.882],[40.799,3.8899],[40.6607,3.8485],[40.4329,3.8579],[40.3527,3.707],[40.3531,3.7443],[40.3322,3.7443],[40.3157,3.7097],[40.2914,3.7571],[40.2525,3.7173],[40.2493,3.7571],[40.2064,3.7052],[40.1418,3.7411],[40.1176,3.7317],[40.1099,3.7565],[39.9915,3.6578],[40.0302,3.5093],[40.0399,3.3677],[40.0185,3.2781],[39.9499,3.1588]]]]",,NA,NA,NA,NA
Globe Medical Centre,YGTBDdMQ9vr,20533,xzY6X2bhxaT,Globe Medical Centre,A medical centre situated at Mairo-Inya shopping centre next to samax filiiing station,NA,NA,The facility to start submiting reports 5th october 2014,POINT,,,NA,NA,NA,NA
Ahf Soko Clinic,hXpktmsRiTZ,18804,LMCJ2zXfHyL,AHF Soko Clinic,,NA,NA,,POINT,"[39.68325,-4.04153]",,NA,NA,NA,NA
Lolwe Dispensary,ttSQ3WmIuow,,o6cVZ72goEk,Lolwe Dispensary,,NA,NA,,POINT,"[34.53621,-0.14716]",,NA,NA,NA,NA
Lutonyi Community Unit,xsefbMKZ7d6,,xlpkJEXcIDZ,Lutonyi Community Unit,,NA,NA,,NONE,,,NA,NA,NA,NA
Lungai Community Unit,tl8b7IGlGy9,,nxef1cUN8gB,Lungai Community Unit,,NA,NA,,NONE,,,NA,NA,NA,NA
Kabuyefwe Community Unit,tqqAQFS9Bxk,,qG3Jezgirry,Kabuyefwe Community Unit,,NA,NA,,NONE,,,NA,NA,NA,NA
Siangalamwe Community Unit,bdjUKnVP9k6,,OochC7lpTbO,Siangalamwe Community Unit,,NA,NA,,NONE,,,NA,NA,NA,NA
Mungungune Dispensary,Tvh3WinWPEb,20672,cYwe7Q54BbE,Mungungune Dispensary,,NA,NA,,NONE,,,NA,NA,NA,NA
Endei Dispensary,nDjLPbxyZeo,12009,Z1lLfOZ4sab,Endei Dispensary,,NA,NA,OPENED,POINT,,,NA,NA,NA,NA
Kangode Dispensary,CMWKKuEDVRP,12175,Gy8x7tShO72,Kangode Dispensary,,NA,NA,,NONE,,,NA,NA,NA,NA
Bomas of Kenya Dispensary,nIWne3mxn2n,12886,clyAqa9XVNp,Bomas of Kenya Dispensary,,NA,NA,,POINT,"[36.76819,-1.3368]",,NA,NA,NA,NA
NYS Eng Clinic,YliVyAc25i0,,r1YlC9GTC4S,N.Y.S Eng clinic,,NA,NA,,NONE,,,NA,NA,NA,NA
SHIMBIRFATUMA COMMUNITY UNIT,IXBLaWByyhU,701029,qyhVIMG2rUw,SHIMBIRFATUMA COMMUNITY UNIT,,NA,NA,,NONE,,,NA,NA,NA,NA
Nuru Health Care Centre,iJggr2bEfc3,11719,QfHPo7H918V,Nuru Health Care Centre,,NA,NA,,POINT,"[39.7362,-3.9342]",,NA,NA,NA,NA
Binyenya Community Unit,UUP5LC2ahQq,,exNcDMt9Cjs,Binyenya Community Unit,,NA,NA,,NONE,,,NA,NA,NA,NA
Wendani Medical Services,kGpfLcdpQlA,18234,w3MNsmpJJHX,Wendani Medical Services,,NA,NA,,POINT,"[36.92743,-1.19809]",,NA,NA,NA,NA
Pamar Medical Clinic,L1Eku05VE6M,,YCeebXtrvTd,Pamar Medical Clinic,,NA,NA,,NONE,,,NA,NA,NA,NA
Mabusi Community Unit,euqjcwykiSm,,exNcDMt9Cjs,Mabusi Community Unit,,NA,NA,,NONE,,,NA,NA,NA,NA
Tongaren Community Unit,vAZ6JNC68iJ,,exNcDMt9Cjs,Tongaren Community Unit,,NA,NA,,NONE,,,NA,NA,NA,NA
Kisauni Dispensary,YJtzYxZ8W75,17911,EDosdjVkXb6,Kisauni Dispensary,,NA,NA,intially kisauni now mgongeni,POINT,,,NA,NA,NA,NA
Kamukuywa Dispensary,BpupuJNnQGM,18346,krBcnnShWw6,Kamukuywa Dispensary,,NA,NA,,POINT,"[34.79005,0.78026]",,NA,NA,NA,NA
Norman Munyiri Medical Clinic,J1420NxcOsY,22021,cbYznphRVBi,Munyiri Medical Clinic,Medical Clinic,NA,NA,operational,NONE,,,NA,NA,NA,NA
Isukha West Ward,O32Jm6NiiBu,,sjlSPeRgl7d,Isukha West Ward,,NA,NA,,NONE,,,NA,NA,NA,NA
Murhanda Ward,MtRX8xhwq3F,,sjlSPeRgl7d,Murhanda Ward,,NA,NA,,NONE,,,NA,NA,NA,NA
GK Prison Dispensary (Ruiru),slK5XGC5Nzx,10288,Gf7UYKPruI2,GK Prison Dispensary,,NA,NA,,POINT,"[36.92695,-1.14118]",,NA,NA,NA,NA
Swiss Cottage Hospital,sBEFUiAt94T,19023,QfHPo7H918V,Swiss Cottage Hospital,,NA,NA,,POINT,"[39.74585,-3.9512]",,NA,NA,NA,NA
Koywech Dispensary,fNaPq5nPteK,18531,UQYZGlkULva,Koywech Dispensary,,NA,NA,,POINT,"[34.72799,-0.44755]",,NA,NA,NA,NA
Lomut Dispensary,SBKrEDk0r9L,15073,V9GqRwFec0l,Lomut Dispensary,,NA,NA,,POINT,"[35.58741,1.39733]",,NA,NA,NA,NA
Nyalenda Nursing Home,UN5XZm7pp54,13888,UQYZGlkULva,Nyalenda Nursing Home,,NA,NA,,POINT,"[34.73448,-0.46587]",,NA,NA,NA,NA
GK Prisons Dispensary (Kapenguria),ulGSHXB0K1p,14520,sXlDThMXKIG,GK Prisons Disp(Kapen,,NA,NA,,POINT,"[35.12453,1.22766]",,NA,NA,NA,NA
Bidii Health Centre,vUIa955kXzn,18532,NAWbghvoSOZ,Bidii Health Centre,A newly constructed facility,NA,NA,A Community self sponsored facility,POINT,"[35.01692,1.05023]",,NA,NA,NA,NA
Nasolot Dispensary,yBRzHDDAwbG,15314,LTr0Kfbxu9C,Nasolot Dispensary,,NA,NA,,POINT,"[35.40019,1.82186]",,NA,NA,NA,NA
Kakongo Dispensary,AFeLhLTN6X8,12136,Ado6AndJdpf,Kakongo Dispensary,,NA,NA,,POINT,,,NA,NA,NA,NA
Kaewa Dispensary,iEX5QIiTLrs,18244,Z1lLfOZ4sab,Kaewa Dispensary,,NA,NA,,POINT,,,NA,NA,NA,NA
Kaonyweni Dispensary,rHml2a0WxtF,17105,Z1lLfOZ4sab,Kaonyweni Dispensary,,NA,NA,,POINT,,,NA,NA,NA,NA
Kikule Dispensary,T891NMxRzkg,18689,mbGPooHKbdA,Kikule Dispensary,,NA,NA,,POINT,"[37.23958,-1.56168]",,NA,NA,NA,NA
St Mary's Dispensary,YxXI3X3hory,18248,Gy8x7tShO72,St.Marys Mission Disp,closed,NA,NA,,POINT,"[37.36264,-0.85884]",,NA,NA,NA,NA
Kitui Quality Care,cZOMmCncHKX,12367,xM6qhREfp7o,Kitui Quality Care,,NA,NA,,POINT,"[38.00821,-1.36881]",,NA,NA,NA,NA
West Pokot County Beyond Zero Mobile Clinic,lTq7NBa87mK,21006,hS0lXNVsykJ,West Pokot County Beyond Zero Mobile Clinic,,NA,NA,,NONE,,,NA,NA,NA,NA
Sarmach dispensary,dtbwRxLwfkx,,LTr0Kfbxu9C,Sarmach dispensary,,NA,NA,,NONE,,,NA,NA,NA,NA
Kiboko farm dispensary,E6rOHgPiELb,,zaU3Wr5KwCY,Kiboko farm dispensary,,NA,NA,,NONE,,,NA,NA,NA,NA
Shujaa Satellite Clinic,CpyOk3wOajq,20052,OEuGotz3swq,Shujaa Satellite Clinic,,NA,NA,,POINT,"[35.09522,1.25918]",,NA,NA,NA,NA
Itunduimuni Health Centre,yUt0nmg89LB,12101,Ado6AndJdpf,Itunduimuni Health Centre,,NA,NA,,POINT,,,NA,NA,NA,NA
Kaewa Livecare Medical Clinic,AlFYKmZ5upP,,Z1lLfOZ4sab,Kaewa Livecare Medical Clinic,,NA,NA,,NONE,,,NA,NA,NA,NA
Kyondoni Dispensary,Ge8PAjIoSzV,12418,Z1lLfOZ4sab,Kyondoni Dispensary,,NA,NA,,POINT,,,NA,NA,NA,NA
