name,uid,code,parent,shortname,description,openingdate,closedate,comment,featuretype,coordinates,url,contactperson,address,email,phonenumber
St Ladislaus Dispensary,Za1RQZ6MQV4,16345,ZBnsczLPwr2,St Ladislaus Dispensary,,,,,POINT,"[35.25598,0.47491]",,,,,
Oljabet Health Centre,m6b2xR3iEgE,15404,OhvgVomhsMZ,Oljabet Health Centre,,,,,POINT,"[36.37788,0.17297]",,,,,
Atlas Medical Clinic,knEwJZLXEoO,10042,mKOh6Ubsn0x,Atlas Medical Clinic,,,,,POINT,"[36.94291,-0.54785]",,,,,
Ruringu/ Karia Ward,h8Uo12ri0RF,,GXnD5lHeanK,Ruringu /Karia Ward,,,,,NONE,,,,,,
Mary Help of The Sick Hospital,hMj9Y1CRfLV,10698,UPplEbma7DN,Mary Help of th Sick Hosp,,,,,POINT,"[36.9015,-0.95761]",,,,,
Entasopia Community Health Unit,ybtWBA4wzh7,600905,lC6sEfdURfO,Entasopia CHU,,,,,NONE,"[36.0535,-1.78378]",,,,,
Magombe West Community Health Unit,KuVHzumM0gC,600590,G4fYKBYErXO,Magombe West CHU,,,,,POINT,"[34.02985,0.08157]",,,,,
Gesure Healh Cenre,tJVeZDtaAeT,13562,zfVQ2KNTfgY,Gesure Health Centre,,,,,POINT,"[34.86736,-0.63587]",,,,,
Naretisho Dispensary,qhIGG8zF1Yu,19208,KONREaUfSht,Naretisho Dispensary,,,,,POINT,"[37.54509,-2.37501]",,,,,
Bware Dispensary,wd25QXppWr2,13519,FdBel1HNlGu,Bware Dispensary,,,,,POINT,"[34.52704,-1.00098]",,,,,
Thigio Dispensary (Laikipia West),v5pYHrGyTYh,15723,OhvgVomhsMZ,Thigio Disp (Laikipia Wes,,,,,POINT,"[36.2663,0.32664]",,,,,
Jomvu Model Health Centre,MP8fPGLlphd,11436,T0eflkFOYOF,Jomvu Maternity,,,,,POINT,"[39.59929,-4.00449]",,,,,
Port Florence Dispensary,GDdjoRbOQSx,21522,EmooFdjzKlm,Port Florence,in bondo town near stage,,,operates day time from 8.am to,NONE,,,,,,
Lusiola Community Unit,RiyXYMrEGeY,,VsGhTdYbBD7,Lusiola Community Unit,,,,,NONE,,,,,,
Karatu Health Centre,vzZ53lAMdJp,10489,BWRIH7ocbHB,Karatu Health Centre,,,,,POINT,"[36.82669,-0.94502]",,,,,
Makimeny Dispensary,TxgBbTRAu2K,15116,IBgG8lef22L,Makimeny Dispensary,,,,,POINT,"[35.1961841,-0.8405835]",,,,,
Tulwet Health Centre,R7cVUaPd35q,15747,rPVkyP8OlZW,Tulwet Health Centre,,,,,NONE,"[35.01247,0.91937]",,,,,
Baari Health Centre,CXAJP0JoCDZ,10043,xzY6X2bhxaT,Baari Health Centre,,,,,POINT,"[36.4143,-0.01049]",,,,,
Rescue Centre (Thika),kO8T1S6DBGb,10035,UPplEbma7DN,Rescue centre (Thika),,,,,POINT,"[37.13305,-1.05914]",,,,,
Kapsotik Community Health Unit,MaLz18q2xyu,600665,oIfTa0e3Og0,Kapsotik CHU,,,,"Link facility
Serem Health Centre",POINT,"[34.85275,0.08013]",,,,,
Tunuku Medical Clinic,kThq0RUgfzV,11125,mKOh6Ubsn0x,Tunuku Medical Clinic,,,,,POINT,"[36.95626,-0.42474]",,,,,
Kamakwa/Mukaro Ward,iQw990SbVXY,,GXnD5lHeanK,Kamakwa/Mukaro Ward,,,,,NONE,,,,,,
Bidii Ward,NAWbghvoSOZ,,ABy8CNqf2e7,Bidii Ward,,,,,NONE,,,,,,
Mother Solbritt Hospital,LX9WGgkw1DN,21467,k00olmG2C2e,Mother Solbritt Hospital,Newly opened facility and located in Chinato Division.,,,,POINT,"[34.61594,-1.30636]",,,,,
Tumaini Medical (Muguga),qShCnJhUV5C,,LSpZcRA9tgp,Tumaini Medical (Muguga),,,,,NONE,,,,,,
Tinderet Tea Dispensary,WhaSdja4kGq,15726,f2OJrvgkEuq,Tinderet Tea Dispensary,Dispensary,,,,POINT,#N/A,,,,,
Nyancha Community Unit,aCcrbYnQiPd,,cLo2mMOlSkq,Nyancha Community Unit,,,,,NONE,,,,,,
Christamarriane Clinic,XRekIl3R5BJ,,qH2ke0Qrbu7,Christamarriane Clinic,Near Ogembo Town,,,,POINT,,,,,,
Kionyo Sub County Hospital,r1ZedtoM2sn,13697,ZmF6haTsiNT,Kionyo Sub County Hospital,,,,Upgrade as hospital on 21/03/2016,POINT,"[34.7763,-0.81407]",,,,,
Getare Health Centre,TjAizB1Q3zr,13566,ZJdVAPAukav,Getare Health Centre,,,,,POINT,"[34.8046,-0.6679]",,,,,
Kisor Dispensary,RQOlQEDrDY4,14945,G30113eUpwM,Kisor Dispensary,,,,,POINT,"[35.20554,0.51965]",,,,,
Manyuanda St Teresas Cfw Clinic (Rarieda),O62narL8I3g,14126,IqPuAjRYM1t,Manyuanda St Teresa CFW,,,,,POINT,"[34.276,-0.32611]",,,,,
Madunguni Medical Clinic,XU6zOXTxVWT,11535,ckJv892Aokb,Madunguni Medical Clinic,,,,Closed,POINT,"[39.4679,-2.923]",,,,,
Uthiru Health Centre,Aor4slMUZ22,11141,AJKSRemTmee,Uthiru Health Centre,,,,,POINT,"[36.71171,-1.25498]",,,,,
Marie Stopes Clinic (Nyeri South),KQvN5HNa67H,16772,At5MPktCh4M,Marie Stopes C (Nyeri Sou,,,,,NONE,,,,,,
Marina Medical Clinic,iZOOIPY2rLV,20866,Ls8TbRfbKBs,Marina Medical Clinic,,,,,POINT,,,,,,
Mary Immaculate Hospital (Nyeri North),gQOARcEQVeO,10700,uhmsPJrZCXF,Mary Immaculate H. (Nyer,,,,,POINT,"[36.90514,-0.33011]",,,,,
Ansar Medical Clinic,L6D3rAx4UAC,11222,KgGyWS1YxMx,Ansar Medical Clinic,,,,,POINT,"[39.5958,-3.98311]",,,,,
Kaimbaga Health Centre,UdcrfRV5diV,10429,hYNt8KLy0zR,Kaimbaga Health Centre,,,,,POINT,"[36.38465,-0.38640]",,,,,
Magenche B Community Health Unit,DgJYOjeokA5,602931,CSHDsXBlP7m,Magenche B CHU,,,,,POINT,"[34.72377,-0.94943]",,,,,
Royal Medical Clinic (Thika),xOSMHIMlHfI,10966,x1SnGzy9rZL,Royal MC (Thika),,,,,POINT,"[37.0979,-1.06743]",,,,,
Mere Dispensary,n8YUtdGWGVp,10722,fB16JFnw8Ex,Mere Dispensary,,,,,POINT,"[37.12575,-0.23905]",,,,,
Sawa Medical Consultants,GpeszyhWc52,11000,x1SnGzy9rZL,Sawa Medical Consultants,,,,,POINT,"[37.0685,-1.02794]",,,,,
Tambuzi Medical Clinic,zeoYg4aVCeB,,FsRuO9llshq,Tambuzi Medical Clinic,,,,,NONE,,,,,,
Orwo Dispensary,Xe6r3IhjQz9,20318,LTr0Kfbxu9C,Orwo Dispensary,Approximately 150 metres  north from Orwo centre,,,,POINT,"[35.48341,1.65445]",,,,,
Mt Kenya Narumoru Medical Clinic,y5vKzde9nvA,10741,REFeM2dROq3,Mt.Kenya Narumoru MC,,,,,POINT,"[37.03427,-0.11282]",,,,,
Munoywa Dispensary,z9yLNTDPHpU,16044,QbCSvi9H3CN,Munoywa Dispensary,,,,,POINT,"[34.75106,0.09808]",,,,,
Kaplomboi Dispensary,lEqxvdrB2qt,14740,ygECklrrzGE,Kaplomboi Dispensary,,,,,POINT,"[35.08199,-0.87166]",,,,,
Faza Hospital,aeKrwv19GI3,11373,xDKzFE2qfHL,Faza Hospital,located in Faza town next to Buntwa bridge,,,,POINT,"[41.1464,-2.07302]",,,,,
Laikipia Central Sub County,NHEsHI55WtO,750,xuFdFy6t9AH,Laikipia Central,,,,,NONE,,,,,,
Upper Kokwajuok Community Health Unit,FuewE5NiZMg,600369,KYUD8eEHcCn,Upper Kokwajuok CHU,,,,,POINT,"[34.68755,-0.42044]",,,,,
Mugango Dispensary,mmlhHMs5FMQ,15244,wHeMr9JlYBi,Mugango Dispensary,,,,,POINT,"[35.38284,-0.71884]",,,,,
Ojele Memorial Hospital,vb0N9jbEVpU,13970,fvjC0YNoiP4,Ojele Memorial Hospital,Situated in Suba Central and a private clinic.,,,,POINT,"[34.46109,-1.09793]",,,,,
Aga Khan Medical Clinic,VV9qw7vQAB5,,kBH2TFh9qab,Aga Khan Medical Clinic,,,,,POINT,,,,,,
Marambach,n2hJH1oD5iK,,Qc2e6oVTp0G,Marambach M C,private m c,,,operational,POINT,,,,,,
GK Remand Prisons Dispensary (Trans Nzoia West),UsIVtgz5zw7,14528,kBH2TFh9qab,GK Remand Prisons Disp (Trans Nzoia West),,,,,POINT,"[34.99757,1.02051]",,,,,
Kitalale Dispensary,Lhf5atPasou,14946,Qc2e6oVTp0G,Kitalale Dispensary,,,,,POINT,"[34.91626,0.984]",,,,,
Tom Mboya Dispensary,iUpiwFY2vI7,15732,xpKH3jY02I5,Tom Mboya Dispensary,,,,,POINT,"[34.99614,1.0294]",,,,,
Manga Community Unit,GGC7ABmAv4g,,jVfleNBXcwG,Manga community unit,,,,,NONE,,,,,,
Kitui District Hospital,dtWdw8ogYzJ,12366,xM6qhREfp7o,Kitui District Hospital,,,,,POINT,"[38.01367,-1.36984]",,,,,
Kinna Ward,um7zkcazal1,,ecl4YnDebUi,Kinna Ward,,,,,NONE,,,,,,
Premier Medical Clinic (Kitui),BS9tEi4mMuW,12707,xM6qhREfp7o,Premier MC (Kitui),,,,,POINT,"[38.00909,-1.35801]",,,,,
Mulembe Clinic,u0YbByM0b5j,16482,Hh55s4mboMi,Mulembe Clinic,,,,,POINT,"[34.69568,0.19684]",,,,,
Mugi Medical Clinic,wMYi2OyiIxB,19648,rGu0Fh2c3kI,Mugi Medical Clinic,,,,,POINT,"[37.11487,-0.52723]",,,,,
Kigumo Medical Clinic,qAYH1z8j90I,10589,H8uphttPusS,Kigumo Medical Clinic,,,,,NONE,,,,,,
Mumoni Nursing Home,EgKwBoBxgWJ,21120,uyBigxC7fHZ,Mumoni Nursing Home,,,,,POINT,"[36.03383,-0.19625]",,,,,
Simbiri Nanbell Health Centre,vEdQ4pcovmy,14090,UQYZGlkULva,Simbiri Nanbell HC,,,,,POINT,"[34.70728,-0.42618]",,,,,
Lukhome Dispensary (Trans Nzoia West),IrL6Uu2RpKO,15101,GQFH01xLj74,Lukhome Disp (Trans Nzoia,,,,,POINT,"[34.85258,0.90636]",,,,,
Juja Farm Health Centre,s660dO8z7o6,10386,Cqn7anNruE5,Juja Farm Health Centre,,,,,POINT,"[37.08161,-1.16671]",,,,,
Bore Singwaya Dispensary,Ji7T8UiRLsk,20309,nResMsI1yRw,Bore Singwaya Dispensary,Along Marafa-Baricho Road,,,Newly established facility by CDF,POINT,"[39.90663,-3.05256]",,,,,
Gichira Health Centre,suwoJuHlA2b,10251,JIQYJYd5CzO,Gichira Health Centre,,,,,POINT,"[37.00865,-0.48451]",,,,,
Nyametembe Community Unit,zHSxo73eBc3,,ajSVagBWzKi,Nyametembe Community Unit,,,,,NONE,,,,,,
Alpha Medical Clinic (Migori),Z4djSNlS0mA,18067,fvjC0YNoiP4,Alpha Medical Clinic (Migori),,,,Located in Oruba Estate,POINT,"[34.46355,-1.06888]",,,,,
Onguo Community Unit,xdCtDNgnscd,,hcF52HKSsCR,Onguo Community Unit,,,,Community Unit linked to GodJope Dispensary,NONE,,,,,,
Mambrui Community Unit,knct8Kmj7W3,,O8cO0JfUo2l,Mambrui Community Unit,,,,,NONE,,,,,,
Githebwini Dispensary,ltFpLKz6EC2,,WnEb4RUZg21,Githebwini Dispensary,DISPENSARY,,,,NONE,,,,,,
Bondeni Dispensary (Trans Nzoia West),kF4aaglTa6T,14264,Qc2e6oVTp0G,Bondeni Disp (Trans Nzoia,,,,,POINT,"[34.89612,0.98921]",,,,,
Akichelesit Dispensary,les3bNZfpjr,15792,OSO67hxKiUf,Akichelesit Dispensary,,,,,POINT,"[34.34332,0.69133]",,,,,
Mbari Ya Aigi,bOheTJexEiM,,Tqs3YLWw30B,Mbari ya  aigi,,,,,POINT,,,,,,
Karuri Ward,eCWu3IedbJm,,oMaQgNIs85x,Karuri Ward,,,,,NONE,,,,,,
Bensu Health Care Medical Clinic,bZ2bQ6t6hnt,17270,cCF3yJfJOvA,Bensu Health Care MC,,,,,POINT,"[37.94295,0.23298]",,,,,
Mweiga Rural Health Clinic,QBQNCeYwwis,10811,uhmsPJrZCXF,Mweiga Rural HC,,,,,POINT,"[36.90212,-0.33029]",,,,,
Cedar Medical Clinic (Kimana),ErjXQGIV8nQ,14281,REkEoX4PR5g,Cedar MC (Kimana),,,,,POINT,"[37.53594,-2.79977]",,,,,
Naromoru Medical Clinic,Y4ICbyIeFo2,,REFeM2dROq3,Naromoru Medical Clinic,,,,,POINT,"[37.01296,-0.10280]",,,,,
Kanyiriema Community Health Unit,JDpMiLKGdAQ,602388,gqskItE0Gka,Kanyiriema CHU,,,,,POINT,"[34.57814,-0.52233]",,,,,
St Peter's Catholic Dispensary (Ng'onyi),DXDNAQjMolR,18017,Q1YmD34Z3It,St. Peter's C. Disp,,,,,POINT,#N/A,,,,,
Kokoko Community Health Unit,OJImZ0TexNo,602352,zaU3Wr5KwCY,Kokoko CHU,,,,,POINT,"[34.57814,-0.52233]",,,,,
Bukani Community Health Unit,zFfuGJmVyFV,600583,vqZ76KANEWN,Bukani CHU,,,,,POINT,"[33.97581,0.0972]",,,,,
GK Farm Prisons Dispensary (Trans Nzoia),hcWdD9jFQQf,14514,kBH2TFh9qab,GK Farm Prisons Disp(Tran,,,,,POINT,"[35.00599,0.98021]",,,,,
Mihango Community Uint,NfxHr9or1zD,,v0GRG4yvnRW,MIHANGO C U,,,,,NONE,,,,,,
Kiroo Clinic,nI3CRx9nmMb,12338,VOpqnQgC8om,Kiroo Clinic,,,,,POINT,"[37.70911,-0.22141]",,,,,
Saikeri Dispensary,f6ZId6HbVYD,15513,KHFGFujHwZA,Saikeri Dispensary,,,,,POINT,"[36.54208,-1.39906]",,,,,
Grassland Dispensary,OqCFB5g4scd,14536,kBH2TFh9qab,Grassland Dispensary,,,,,POINT,"[34.9847,1.00167]",,,,,
Kauri Medical Clinic,E3a1XOtvXyl,12254,nDZvyhVwri1,Kauri Medical Clinic,,,,,NONE,,,,,,
Kakumu Community Health Unit,llkxbADCtzA,600378,t68YwvegZ4I,Kakumu CHU,,,,,POINT,"[34.87435,-0.42077]",,,,,
Getrudes Children Hospital Pangani,Qkp5sifwjyg,19314,DR0BSs3eYeC,GCHP,Children Hospital,,,Operational,NONE,,,,,,
Khwisero Sub County,UhQS2Mv0PCK,1214,BjC1xL40gHo,Khwisero,,,,,NONE,,,,,,
Tamough Health Centre,yRDtVoBRLrX,15705,UZ1D4NEN1qb,Tamough Health Centre,,,,,POINT,"[35.26748,1.57509]",,,,,
Mercy Medical Clinic (Kandara),CpMlCkQoBnj,10720,gwYTo0wITYX,Mercy MeC (Kandara),,,,,NONE,,,,,,
Embakasi North Sub County,SSz1iOv28Jk,,jkG3zaihdSs,Embakasi North Sub-county,,,,,NONE,,,,,,
Balambala Sub County,FGBNPr91pXH,1028,uyOrcHZBpW0,Balambala,,,,,NONE,,,,,,
Itierio Nursing Home,gI0eLFGcgCg,13629,JKJtpBP77A1,Itierio Health Centre,,,,,POINT,"[34.71455,-0.67834]",,,,,
Joyland Medical Clinic,RRrimDca9Yv,10384,WsPnZQHN2CZ,Joyland Medical Clinic,,,,,POINT,"[37.01366,-1.10152]",,,,,
Ekerubo Dispensary (Kisii South),o2cCZrctDcB,16422,MyzWMCaSFlX,Ekerubo Disp (Kisii South,,,,,POINT,"[34.73971,-0.70116]",,,,,
Njukini Community Unit,MSt4APl57SR,,aKb8dR8ywbt,Njukini C.U,,,,,NONE,,,,,,
Gakoromone Dispensary,ZAh3Z32unZx,12027,Ryj106sjw37,Gakoromone Dispensary,,,,,POINT,"[37.66587,0.04863]",,,,,
Topcare Nursing Home,WzkeCX9NJHS,18189,oXm4Fpl0iEr,Topcare Nursing Home,,,,,POINT,"[36.95599,-1.4721]",,,,,
Chepkalacha Dispensary,P1IXfVtwfSV,16727,i4HY1pMsQ4q,Chepkalacha Dispensary,,,,,NONE,,,,,,
Nyeri Health Care X Ray Clinic,O76bNV4uIDq,10898,At5MPktCh4M,Nyeri Health Care X ray C,,,,,POINT,"[36.95453,-0.42515]",,,,,
Novus Medical Clinic,rKHcvmm2obW,,oCDeWaZZImt,Novus MedicalClinic,,,,,NONE,,,,,,
Nyamagiri Dispensary,y47SsCXNr4i,16878,f2pOlRPY9gE,Nyamagiri Dispensary,,,,,POINT,"[34.64011,-0.67227]",,,,,
Kianjuri Dispensary,QFzvNbdPnYo,20591,Q1YmD34Z3It,Kianjuri Dispensary,The facility is along Katheri Githongo road,,,Facility was mapped ealier but started operating in August 2016,NONE,,,,,,
Raila Community Health Unit,ICJVKo942bc,601673,TY12HV32i8l,Raila CHU,,,,,NONE,"[36.77983,-1.32054]",,,,,
Nyamagesa Dispensary,jNujDeSFbQB,16265,cpLjDOte8ze,Nyamagesa Dispensary,,,,,POINT,"[34.9211,-0.80263]",,,,,
Nekeki Clinic (Hbc),Rst6SJ2TRHO,15332,kBH2TFh9qab,Nekeki Clinic (HBC),,,,,POINT,"[35.00756,1.00451]",,,,,
Matayos Health Centre,Ki3E4GNuj27,16004,UMeXjZoZxct,Matayos Health Centre,,,,,POINT,"[34.16523,0.36597]",,,,,
Zam Zam Medical Services,SzqNoANuTnl,15787,nioMzFVoQ7l,Zam Zam Medical Services,,,,,POINT,"[36.65633,-1.36383]",,,,,
Nyakweri Dispensary,Mh62QGkagBb,18420,SyS2T2z6JDZ,Nyakweri Dispensary,,,,,NONE,,,,,,
Githagara Community Unit,xEkn83YXU1L,,We6UKrOBqml,Githagara community unit,,,,,NONE,,,,,,
Iresaboru Dispensary,tzUZWktqUK4,11953,Yqxw7nddfbo,Iresaboru Dispensary,,,,Operational,POINT,,,,,,
Fatima Maternity Hospital,j1cuuNQ8Ij7,14494,pp24Rb9gQ9W,Fatima Maternity Hospital,,,,,POINT,"[36.7445,-1.39545]",,,,,
Kabichbich Health Centre,JTzEgarJilV,14615,NfgFPylvlvN,Kabichbich Health Centre,,,,,POINT,"[35.27705,1.20981]",,,,,
Ebiosi Dispensary,UEJxmPNY4kB,13537,oAXSVQp3K0O,Ebiosi Dispensary,,,,,POINT,"[34.87589,-0.84897]",,,,,
Kalimbene Dispensary,OU244U7xmW3,17064,cN3gQ1BXbVr,Kalimbene Dispensary,,,,,NONE,,,,,,
Marie Stopes Clinic (Trans Nzoia West),VtTY6F4inn0,15134,kBH2TFh9qab,Marie Stopes C (Trans Nzo,,,,,POINT,"[34.99891,1.02368]",,,,,
Miti-Mingi Dispensary,MtTTYN36PIJ,15190,RSps1nz09HH,Miti-Mingi Dispensary,,,,,POINT,"[36.07573,-0.52844]",,,,,
Kapkoros Sub county hospital,SofFIp5ILCw,14728,Nu4cnZtQHk8,Kapkoros Sub county hospital,,,,,POINT,"[35.27502,-0.6651]",,,,,
Bangladesh Community Unit,wXeJyCVxSlG,,m516aDmFUUI,Bangladesh C U,,,,,NONE,,,,,,
Kongo'Ma Community Unit,eL7OLkiX6mf,,g5KpbX9mwwJ,Kongo'ma Community Unit,Community Unit,,,Facility supported by APHIA Plus,NONE,,,,,,
Koluoch Community Unit,I8jLpGu7Hpy,,g5KpbX9mwwJ,Koluoch Community Unit,Community Unit,,,Supported by APHIA Plus,NONE,,,,,,
Kamkuyu Community Unit,oUOc9fBo0es,,KV7mZo1P75i,Kamkuyu Community Unit,Community Unit,,,Supported by APHIA Plus,NONE,,,,,,
Kitale Nursing Home,dOmymDY3Tb7,14949,kBH2TFh9qab,Kitale Nursing Home,,,,,POINT,"[34.99234,1.0242]",,,,,
Keringet Community Unit,tzTkZrhi3DE,701005,lqtFpfrMOcJ,Keringet Community Unit,,,,,NONE,,,,,,
South Kanyajuok Community Unit,F6bBKlMlGnb,,ImG6wgclN06,South Kanyajuok Community,,,,,NONE,,,,,,
Kwa Ngara Cu,SwWTqWh3nmX,,KyonjDmOEi9,Kwa Ngara CU,,,,,NONE,,,,,,
Kanyamgony Community Unit,t0g38vefPNs,,WG7O02P8x4T,Kanyamgony Community Unit,CU,,,,NONE,,,,,,
Makima   Ward,AoN9iYrVOUP,,AvnM6jKoocs,Makima   Ward,,,,,NONE,,,,,,
Mikarara Community Unit,JjtBZArwt3m,,JEZicRgNfX9,Mikarara Community Unit,,,,,NONE,,,,,,
Mutiva Dispensary,skvAyyfOUNh,16460,r6KB3hMzaXh,Mutiva Dispensary,,,,,NONE,,,,,,
Muyafwa Dispensary,t5FJlG1FrLF,21040,UMeXjZoZxct,Muyafwa Dispensary,,,,Not Operational,NONE,,,,,,
Mukwa Dispensary,e1DSxw4QAH0,,iKmwecDBqgX,Mukwa Dispensary,,,,,POINT,"[34.5021,0.4960]",,,,,
Chemoinoi Dispensary,EYS2C6J7ram,17095,uhTYg7CLmOd,Chemoinoi Dispensary,,,,,POINT,,,,,,
Kiptangwanyi Dispensary,Kx6at9voElM,14926,RSps1nz09HH,Kiptangwanyi Dispensary,,,,,POINT,"[36.11696,-0.55678]",,,,,
Kanganga Community Unit,gKdVvBqegvv,,F4nfu4TzPnq,kanganga cu,,,,,NONE,,,,,,
Kagandaa Community Unit,rIMXV8K4qJ5,,jWJYVD5TYkn,Kagandaa Community Unit,,,,,NONE,,,,,,
Kiaguthu Dispensary,PrTHMwzBWvg,10526,rFsKRF8TYWO,Kiaguthu Dispensary,,,,,POINT,"[36.95051,-0.5915]",,,,,
Chepkosa dispensary,ZkayMmS2ajh,20518,KFjbUWezAnU,Chepkosa dispensary,,,,,POINT,"[35.2516,-0.95735]",,,,,
Turbo Health Centre,g1sQi5lt96i,15753,w6dTkyKAgzB,Turbo Health Centre,,,,,POINT,"[35.05195,0.63452]",,,,,
Kasarani VCT,gmDprJ74GSQ,20081,BA2zKL0pmeI,Kasarani VCT,At  kasarani police post,,,operational,POINT,"[36.06775,-0.29534]",,,,,
Mukangu Community Unit,vX7C2fPlTnh,,DztZfGTsNd9,Mukangu Community Unit,,,,,NONE,,,,,,
Rioga Community Unit,govAZcMDtAX,,fgS43voN3Fx,RIOGA,,,,,NONE,,,,,,
Nanighi Dispensary,zwT75XZ5bYP,11699,SDz17fk0X0k,Nanighi Disp,,,,,POINT,"[39.83273,-0.85046]",,,,,
Nyeri Primary School,ai4uODq2DRM,,At5MPktCh4M,Nyeri Primary School,,,,,NONE,,,,,,
Silver Line Medical Clinic,KzMuDhGjqVP,11011,uhmsPJrZCXF,Silver Line Medical Clinic,,,,,NONE,,,,,,
Kitale Mobile Clinic,DIAhMo9Ag08,14948,kBH2TFh9qab,Kitale Mobile Clinic,,,,,POINT,"[34.99158,1.02847]",,,,,
Kericho Youth Centre,yNYqZE1zSzq,17590,YnIAWg1T4AY,KERICHO YOUTH CENTRE,STAND ALONE VCT,,,,NONE,,,,,,
Shura Dispensary,MreThoCeiCp,18820,WJ7jJ5A1MjS,Shura Dispensary,DISPENSARY,,,,POINT,"[38.05986,2.3181]",,,,,
PCEA Smyrna,Ui00bALtkQv,18116,RZsWJRZ4mIG,PCEA Smyrna,,,,,POINT,"[36.76747,-1.40606]",,,,,
Kathyaka Community Unit,fpDPlKpo2LC,,nt7yFHxbYfK,Kathyaka Community Unit,Community Unit,,,,NONE,,,,,,
Ilchalai Dispensary,OmHaGOOfTV5,17053,fBbEs297NMY,Ilchalai Dispensary,,,,,POINT,"[37.62689,-2.68211]",,,,,
Langata Enkima Dispensary,M3YycknfNBU,15012,aLPl4YD1hzh,Langata Enkima Dispensary,,,,,POINT,"[37.67148,-2.84124]",,,,,
Empough Community Health Unit,gL4GOZ0aHyl,601247,YfsAOeeHnbN,Empough CHU,,,,,POINT,"[35.20592,1.36321]",,,,,
Express Medical Clinic (Kirinyaga),lAKsyXZVFaD,21105,BSHD4ORT4xu,Express Medical Clinic (Kirinyaga),Next to Kibingoti Shopping Centre,,,,POINT,"[37.18766,0.56800]",,,,,
ROSTERMAN COMMUNITY UNIT,emB0eRLXPXb,,fVYB9g9ByWU,ROSTERMAN COMMUNITY UNIT,,,,,NONE,,,,,,
Majengo Commnity Unit,GGj6tySxJwQ,,qNJkz8G7pfV,Majengo Commnity Unit,CU,,,,NONE,,,,,,
Anyiko Community Unit,VK9WlY9LSTH,,ZL7FkyG3uwc,Anyiko unit,community unit,,,,NONE,,,,,,
Kianjogu Community Unit,W78Q6InOS9k,,PjOTQQUb94v,Kianjogu C U,Community Unit,,,,NONE,,,,,,
Jomvu Medical Care Services,YqTSbdKtf8D,11438,T0eflkFOYOF,Jomvu Medicalicare Servic,,,,,NONE,,,,,,
Molos Dispensary,Lxolp2VqFSc,15216,uhTYg7CLmOd,Molos dispensary,,,,,POINT,"[35.99825,0.28087]",,,,,
Mtwapa Community Health Unit,QQg7UWN5SN7,601777,g93vSYftyjR,Mtwapa CHU,,,,,NONE,"[39.73872,-3.94795]",,,,,
Summit Medical ) Clinic (Nyansiongo,hXbeesimRiz,,pjOkCmcntm6,Summit Medical )Clinic(nyansiongo,,,,,NONE,,,,,,
Township B Community Unt,rupdoo60scr,,hKvUlAHlVJx,Township B1  Community Unt,,,,,NONE,,,,,,
Utooni Community Health Unit,wG2KBLTYDOL,602844,ffSnQgAT4on,Utooni CHU,Within Kaliakakya Location,,,,NONE,"[37.91232,-1.42109]",,,,,
Nyeri Surgical Care Centre,z5vOJepLPW6,10904,At5MPktCh4M,Nyeri Surgical Care Centr,,,,,POINT,,,,,,
Hamundia Health Centre,zYY0B4vnqpE,16753,fxLikKorklY,Hamundia Health centre,,,,,POINT,"[36.99889,-1.1631]",,,,,
Summit Medical Clinic (Cheplat),GCf3d9mHavm,,UZzNEWFdz58,Summit  Medical Clinic(Cheplat),,,,,NONE,,,,,,
Wangige Sub-County Hospital,OgKxzrPyq6n,11170,ERl76hzXrr7,Wangige Sub-County Hospital,,,,,POINT,"[36.72129,-1.22234]",,,,,
Rambula South Community Unit,pFAhuwru70D,,vyIRQtMwS3K,Rambula South Cu,,,,,NONE,,,,,,
Kinyona Dispensary,zXJw3YrihuD,17307,bpbzvOdMDqN,KINYONA DISPENSARY,,,,,POINT,"[36.82797,-0.74939]",,,,,
Lundha Community Unit,oFTBgxRHu6S,,Zg5gzV6yNTm,Lundha Community Unit,COMMUNITY UNIT,,,,NONE,,,,,,
Gacharage Community Unit,VzklCvvs4Ej,,hWx00ZhftP9,Gacharage Community Unit,COMMUNITY UNIT,,,,NONE,,,,,,
Kenyoro Dispensary,DBD1AMh72kt,19996,Xwhn2CB2cZ3,KENYORO DISPENSARY,,,,,NONE,,,,,,
Edkar Health Services,FNPfDvAmQGl,18197,nioMzFVoQ7l,Edkar Health Services,,,,,POINT,"[36.65714,-1.36158]",,,,,
ADRA Health Centre,xL422upkpQ4,,AEMY7F8XyZT,ADRA Health Centre,FBO  facility,,,,NONE,,,,,,
Nyatike Sub County,D2lsuEzZAJP,627,fVra3Pwta0Q,Nyatike,,,,,NONE,,,,,,
St Annes Health Clinic,k7Cf8GPx5fb,17142,NQ4XWNy3RM0,St Annes Health Clinic,,,,,POINT,"[36.7453,-1.19268]",,,,,
Kawethei Medical Clinic,X22BVlAiGOX,12265,Q66EmTxlCi3,Kawethei Medical Clinic,,,,,NONE,,,,,,
Nyeri Youth Heath Centre (Family Health Options Kenya),HF3jgi0SDRT,10906,At5MPktCh4M,Nyeri Youth HC (FHOK),,,,,POINT,"[36.96274,-0.42777]",,,,,
Maasai Nursing Home,tmBSuY2I1GH,15104,MAdyJPs0RUr,Maasai Nursing Home,,,,,POINT,"[35.87395,-1.09074]",,,,,
Majimoto Community Unit,P9RSVjkLleV,,ksNfsN3CiNc,Majimoto Community Unit,Cu,,,,NONE,,,,,,
